capric acid
OC(CCCCCCCCC)=O
172.265
Number	1H	13C	1H_nh	1H_error	13C_error
1a	9.79	-	1	1.97	-
3a,3b	2.33	34.15	2	0.01	0.37
4a,4b	1.54	24.73	2	0.21	0.11
5a,5b	1.36	29.13	2	0.01	0.14
6a,6b	1.45	29.44	2	0.02	0.19
7a,7b	1.31	29.44	2	0.05	0.12
8a,8b	1.24	29.30	2	0.02	0.12
9a,9b	1.28	31.37	2	0.06	0.33
10a,10b	1.28	22.79	2	0.05	0.42
11a,11b,11c	0.87	14.10	3	0.04	0.28
2	-	179.44	-	-	2.09
