α-Terpineol
C(=C1CCC(=CC1)C)(C)C
136.234
Number	1H	13C	1H_nh	1H_error	13C_error
3b	2.39	30.66	1	0.24	4.18
3a	2.13	30.66	1	0.22	4.18
4a	2.03	34.86	1	0.15	2.37
4b	2.13	34.86	1	0.21	2.37
6a	5.12	121.98	1	0.21	3.60
7a	2.57	29.80	1	0.34	1.80
7b	2.74	29.80	1	0.32	1.80
8a,8b,8c	1.62	19.07	3	0.08	1.60
10a,10b,10c,9a,9b,9c	1.59	20.05	6	0.22	1.75
1	-	122.35	-	-	3.49
2	-	127.29	-	-	4.30
5	-	134.31	-	-	0.70
9	-	20.05	-	-	1.75
