Eugenol
O(C)c1cc(CC=C)ccc1O
164.201
Number	1H	13C	1H_nh	1H_error	13C_error
2a,2b,2c	3.88	55.84	3	0.02	0.35
4a	6.60	111.90	1	0.17	0.93
6a,6b	3.36	39.80	2	0.15	0.72
7a	5.95	138.23	1	0.60	0.82
8a,8b	5.01	115.01	2	0.21	0.70
9a	6.64	121.17	1	0.21	0.69
10a	6.70	115.14	1	0.03	0.54
12a	6.33	-	1	1.32	-
3	-	147.11	-	-	1.02
5	-	131.54	-	-	1.15
11	-	144.49	-	-	1.19
