2-tridecanone
C(CCCCCCCC)CCC(=O)C
198.345
Number	1H	13C	1H_nh	1H_error	13C_error
1a,1b	1.21	29.60	2	0.04	0.25
2a,2b	1.36	29.28	2	0.08	0.25
3a,3b	1.30	29.40	2	0.05	0.03
4a,4b	1.27	29.48	2	0.00	0.08
5a,5b	1.27	29.48	2	0.00	0.09
6a,6b	1.31	29.25	2	0.05	0.08
7a,7b	1.28	31.99	2	0.06	0.17
8a,8b	1.28	22.76	2	0.05	0.06
9a,9b,9c	0.87	14.24	3	0.04	0.12
10a,10b	1.49	23.80	2	0.02	0.07
11a,11b	2.38	43.76	2	0.03	0.08
14a,14b,14c	2.10	29.64	3	0.03	0.31
12	-	209.35	-	-	0.07
