n-tridecane
CCCCCCCCCCCCC
184.361
Number	1H	13C	1H_nh	1H_error	13C_error
1a,1b,1c	0.87	14.16	3	0.04	0.31
2a,2b	1.28	22.77	2	0.05	0.37
3a,3b	1.28	31.99	2	0.06	0.37
4a,4b	1.32	29.41	2	0.05	0.47
5a,5b	1.27	29.66	2	0.00	0.28
6a,6b	1.27	29.06	2	0.00	0.00
7a,7b	1.27	30.10	2	0.00	0.00
8a,8b	1.27	29.06	2	0.00	0.00
9a,9b	1.27	29.66	2	0.00	0.28
10a,10b	1.32	29.41	2	0.05	0.47
11a,11b	1.28	31.99	2	0.06	0.37
12a,12b	1.28	22.77	2	0.05	0.37
13a,13b,13c	0.87	14.16	3	0.04	0.31
