N-Methyl-proline
C(=O)(O)[C@H]1N(C)CCC1
129.157
Number	1H	13C	1H_nh	1H_error	13C_error
3a	9.40	-	1	2.07	-
4a	3.25	67.34	1	0.27	0.12
7a,7b,7c	2.48	40.07	3	0.06	0.19
8b	3.19	56.36	1	0.18	0.56
8a	2.45	56.36	1	0.35	0.56
9a	1.87	22.37	1	0.00	0.91
9b	1.97	22.37	1	0.07	0.91
10a	2.16	29.01	1	0.21	0.33
10b	2.28	29.01	1	0.14	0.33
1	-	175.14	-	-	1.04
