Linalyl acetate
CC(OC(C=C)(C)CC/C=C(C)/C)=O
196.286
Number	1H	13C	1H_nh	1H_error	13C_error
1a,1b,1c	2.02	22.02	3	0.11	0.08
5a	5.77	141.56	1	0.62	0.31
6a,6b	5.08	112.77	2	0.22	0.02
7a,7b,7c	1.39	23.75	3	0.08	0.38
8b	1.81	38.07	1	0.23	2.82
8a	1.67	38.07	1	0.17	2.82
9a,9b	2.05	20.85	2	0.13	1.87
10a	4.98	119.88	1	0.07	1.43
12a,12b,12c,13a,13b,13c	1.63	20.51	6	0.22	3.50
2	-	169.65	-	-	0.11
4	-	81.18	-	-	0.53
11	-	131.90	-	-	6.79
13	-	20.51	-	-	3.50
