15-acetoxyeremantholide_C_CDCl3
C\1(=C\[C@@H]2[C@H]3[C@H](C[C@@]4(C(=O)C=C1O4)C)O[C@]([C@]3(C(=O)O2)C)(O)C(=C)C)/COC(=O)C		
 
Number	H1	C13
1		205.3
2	5.70	106.5
3		183.9
4		129.5
5α	6.30	138.2
5β		
6	5.00	81.1
7	2.80	62.1
8	4.20	78.1
9α	2.40	43.6
9β		
10		90.3
11		59.7
12		175.3
13a	1.25	21.7
13b		
14	1.50	20.5
15a	4.81	62.5
15b		
16		106.7
OH		
Oac	2.10	170.2
1`		141.9
2`a	1.90	18.9
2`b		
3a`	5.05	116.0
3b`	5.35	
