15-acetoxyeremantholide_B_CDCl3
C\1(=C\[C@@H]2C3[C@H](CC4(C(=O)C=C1O4)C)O[C@]([C@]3(C(=O)O2)C)(O)C(C)CC)/COC(=O)C		
 	
Number	H1	C13
1		205.5
2	5.87	105.8
3		183.2
4		127.4
5α	6.30	136.3
5β		
6	5.00	79.0
7	2.84	63.9
8	4.00	75.4
9α	2.05	43.9
9β	2.33	
10		88.2
11		60.2
12		175.5
13a	1.21	20.8
13b		
14	1.48	22.7
15a	4.78	63.3
15b		
16		108.1
OH	3.39	
Oac	2.10	170.2 / 16.9
1`	2.04	39.4
2`a	1.70	22.7
2`b	0.97	
3a`	0.95	12.0
3b`		
4`	1.05	13.0
