(4S,6R,7S,8S,10R,11S,16R,17R)-4,5-Dihydro-17,18-epoxyeremantholide_C_3b_CDCL3
[C@@H]1(C[C@@H]2C3[C@H](C[C@@]4(C(=O)C=C1O4)C)O[C@]([C@]3(C(=O)O2)C)(O)[C@@]1(OC1)C)C		
 
Number	H1	C13
1		205.75
2	5.59	105.10
3		192.47
4	3.13	33.18
5α	1.86	43.63
5β	2.49	
6	4.28	81.55
7	2.57	67.11
8	3.98	76.49
9α	1.90	42.18
9β	2.38	
10		90.25
11		60.04
12		174.97
13a	1.37	21.32
13b		
14	1.48	20.94
15a	1.31	18.48
15b		
16		104.94
OH	3.31	
Oac		
1`		58.39
2`a	3.12	53.64
2`b	2.71	
3a`	1.57	17.33
